mouse,group,condition,laser,time_min,cum_lick_pct
653_6,bla,mock,ON,21.0,63.22869955156951
653_6,bla,mock,OFF,24.0,63.22869955156951
653_6,bla,mock,ON,27.0,71.74887892376681
653_6,bla,mock,OFF,30.0,71.74887892376681
653_6,bla,mock,ON,33.0,82.0627802690583
653_6,bla,mock,OFF,36.0,82.0627802690583
653_6,bla,mock,ON,39.0,90.5829596412556
653_6,bla,mock,OFF,42.0,90.5829596412556
653_6,bla,mock,ON,45.0,90.5829596412556
653_6,bla,mock,OFF,48.0,90.5829596412556
653_6,bla,mock,ON,51.0,90.5829596412556
653_6,bla,mock,OFF,54.0,100.0
653_6,bla,mock,ON,57.0,100.0
653_6,bla,stim,OFF,0.0,8.061420345489443
653_6,bla,stim,ON,3.0,12.092130518234164
653_6,bla,stim,OFF,6.0,26.67946257197697
653_6,bla,stim,ON,9.0,37.23608445297505
653_6,bla,stim,OFF,12.0,37.81190019193858
653_6,bla,stim,ON,15.0,50.67178502879079
653_6,bla,stim,OFF,18.0,51.0556621880998
653_6,bla,stim,ON,21.0,57.38963531669866
653_6,bla,stim,OFF,24.0,63.339731285988485
653_6,bla,stim,ON,27.0,73.51247600767753
653_6,bla,stim,OFF,30.0,73.51247600767753
653_6,bla,stim,ON,33.0,77.15930902111324
653_6,bla,stim,OFF,36.0,81.19001919385796
653_6,bla,stim,ON,39.0,81.19001919385796
653_6,bla,stim,OFF,42.0,85.02879078694818
653_6,bla,stim,ON,45.0,86.75623800383877
653_6,bla,stim,OFF,48.0,89.44337811900192
653_6,bla,stim,ON,51.0,97.12092130518234
653_6,bla,stim,OFF,54.0,97.12092130518234
653_6,bla,stim,ON,57.0,100.0
656_1,nac,mock,OFF,0.0,2.2750775594622543
656_1,nac,mock,ON,3.0,14.788004136504654
656_1,nac,mock,OFF,6.0,21.09617373319545
656_1,nac,mock,ON,9.0,29.36918304033092
656_1,nac,mock,OFF,12.0,32.7817993795243
656_1,nac,mock,ON,15.0,41.36504653567735
656_1,nac,mock,OFF,18.0,43.95036194415719
656_1,nac,mock,ON,21.0,46.01861427094106
656_1,nac,mock,OFF,24.0,50.87900723888315
656_1,nac,mock,ON,27.0,53.36091003102379
656_1,nac,mock,OFF,30.0,60.082730093071355
656_1,nac,mock,ON,33.0,60.39296794208894
656_1,nac,mock,OFF,36.0,71.14788004136504
656_1,nac,mock,ON,39.0,74.76732161323682
656_1,nac,mock,OFF,42.0,81.90279214064115
656_1,nac,mock,ON,45.0,84.17786970010341
656_1,nac,mock,OFF,48.0,87.90072388831437
656_1,nac,mock,ON,51.0,89.45191313340227
656_1,nac,mock,OFF,54.0,96.27714581178904
656_1,nac,mock,ON,57.0,100.0
656_1,nac,stim,OFF,0.0,11.577082102776137
656_1,nac,stim,ON,3.0,19.255759007678677
656_1,nac,stim,OFF,6.0,29.59243945658594
656_1,nac,stim,ON,9.0,36.68044890726521
656_1,nac,stim,OFF,12.0,40.3425871234495
656_1,nac,stim,ON,15.0,42.055522740696986
656_1,nac,stim,OFF,18.0,46.60366213821619
656_1,nac,stim,ON,21.0,48.434731246308324
656_1,nac,stim,OFF,24.0,56.585942114589486
656_1,nac,stim,ON,27.0,59.77554636739516
656_1,nac,stim,OFF,30.0,60.42528056704075
656_1,nac,stim,ON,33.0,60.9568812758417
656_1,nac,stim,OFF,36.0,61.134081512108686
656_1,nac,stim,ON,39.0,65.15062020082694
656_1,nac,stim,OFF,42.0,72.41582988777319
656_1,nac,stim,ON,45.0,79.56290608387478
656_1,nac,stim,OFF,48.0,90.01772002362671
656_1,nac,stim,ON,51.0,100.0
656_1,nac,stim,OFF,54.0,100.0
656_1,nac,stim,ON,57.0,100.0
662_1,bla,mock,OFF,0.0,1.486988847583643
662_1,bla,mock,ON,3.0,14.49814126394052
662_1,bla,mock,OFF,6.0,20.44609665427509
662_1,bla,mock,ON,9.0,30.483271375464682
662_1,bla,mock,OFF,12.0,33.08550185873606
662_1,bla,mock,ON,15.0,34.20074349442379
662_1,bla,mock,OFF,18.0,36.059479553903344
662_1,bla,mock,ON,21.0,61.33828996282528
662_1,bla,mock,OFF,24.0,61.33828996282528
662_1,bla,mock,ON,27.0,62.0817843866171
662_1,bla,mock,OFF,30.0,78.06691449814126
662_1,bla,mock,ON,33.0,78.06691449814126
662_1,bla,mock,OFF,36.0,82.8996282527881
662_1,bla,mock,ON,39.0,82.8996282527881
662_1,bla,mock,OFF,42.0,82.8996282527881
662_1,bla,mock,ON,45.0,82.8996282527881
662_1,bla,mock,OFF,48.0,82.8996282527881
662_1,bla,mock,ON,51.0,82.8996282527881
662_1,bla,mock,OFF,54.0,96.28252788104089
662_1,bla,mock,ON,57.0,100.0
662_1,bla,stim,OFF,0.0,0.7490636704119851
662_1,bla,stim,ON,3.0,38.951310861423224
662_1,bla,stim,OFF,6.0,53.18352059925093
662_1,bla,stim,ON,9.0,54.30711610486891
662_1,bla,stim,OFF,12.0,54.68164794007491
662_1,bla,stim,ON,15.0,55.0561797752809
662_1,bla,stim,OFF,18.0,76.77902621722846
662_1,bla,stim,ON,21.0,77.90262172284645
662_1,bla,stim,OFF,24.0,77.90262172284645
662_1,bla,stim,ON,27.0,78.27715355805243
662_1,bla,stim,OFF,30.0,78.27715355805243
662_1,bla,stim,ON,33.0,79.02621722846442
662_1,bla,stim,OFF,36.0,79.02621722846442
662_1,bla,stim,ON,39.0,79.02621722846442
662_1,bla,stim,OFF,42.0,79.02621722846442
662_1,bla,stim,ON,45.0,79.02621722846442
662_1,bla,stim,OFF,48.0,79.02621722846442
662_1,bla,stim,ON,51.0,100.0
662_1,bla,stim,OFF,54.0,100.0
662_1,bla,stim,ON,57.0,100.0
662_2,bla,mock,OFF,0.0,37.295690936106986
662_2,bla,mock,ON,3.0,54.38335809806835
662_2,bla,mock,OFF,6.0,68.64784546805349
662_2,bla,mock,ON,9.0,68.64784546805349
662_2,bla,mock,OFF,12.0,68.7964338781575
662_2,bla,mock,ON,15.0,79.34621099554235
662_2,bla,mock,OFF,18.0,79.64338781575037
662_2,bla,mock,ON,21.0,79.64338781575037
662_2,bla,mock,OFF,24.0,79.64338781575037
662_2,bla,mock,ON,27.0,91.38187221396731
662_2,bla,mock,OFF,30.0,99.55423476968797
662_2,bla,mock,ON,33.0,99.55423476968797
662_2,bla,mock,OFF,36.0,99.55423476968797
662_2,bla,mock,ON,39.0,99.55423476968797
662_2,bla,mock,OFF,42.0,99.55423476968797
662_2,bla,mock,ON,45.0,99.55423476968797
662_2,bla,mock,OFF,48.0,99.55423476968797
662_2,bla,mock,ON,51.0,99.55423476968797
662_2,bla,mock,OFF,54.0,99.55423476968797
662_2,bla,mock,ON,57.0,100.0
662_2,bla,stim,OFF,0.0,25.202156334231805
662_2,bla,stim,ON,3.0,42.45283018867924
662_2,bla,stim,OFF,6.0,66.0377358490566
662_2,bla,stim,ON,9.0,71.15902964959568
662_2,bla,stim,OFF,12.0,80.45822102425876
662_2,bla,stim,ON,15.0,82.34501347708894
662_2,bla,stim,OFF,18.0,82.34501347708894
662_2,bla,stim,ON,21.0,82.34501347708894
662_2,bla,stim,OFF,24.0,86.92722371967655
662_2,bla,stim,ON,27.0,87.73584905660378
662_2,bla,stim,OFF,30.0,87.73584905660378
662_2,bla,stim,ON,33.0,87.73584905660378
662_2,bla,stim,OFF,36.0,90.56603773584906
662_2,bla,stim,ON,39.0,90.56603773584906
662_2,bla,stim,OFF,42.0,90.56603773584906
662_2,bla,stim,ON,45.0,90.56603773584906
662_2,bla,stim,OFF,48.0,90.56603773584906
662_2,bla,stim,ON,51.0,90.56603773584906
662_2,bla,stim,OFF,54.0,90.56603773584906
662_2,bla,stim,ON,57.0,100.0
662_3,bla,mock,OFF,0.0,12.337662337662337
662_3,bla,mock,ON,3.0,36.36363636363637
662_3,bla,mock,OFF,6.0,46.493506493506494
662_3,bla,mock,ON,9.0,52.72727272727272
662_3,bla,mock,OFF,12.0,65.97402597402598
662_3,bla,mock,ON,15.0,70.0
662_3,bla,mock,OFF,18.0,78.70129870129871
662_3,bla,mock,ON,21.0,80.51948051948052
662_3,bla,mock,OFF,24.0,80.51948051948052
662_3,bla,mock,ON,27.0,89.0909090909091
662_3,bla,mock,OFF,30.0,94.54545454545455
662_3,bla,mock,ON,33.0,95.1948051948052
662_3,bla,mock,OFF,36.0,95.58441558441558
662_3,bla,mock,ON,39.0,95.58441558441558
662_3,bla,mock,OFF,42.0,95.84415584415584
662_3,bla,mock,ON,45.0,95.84415584415584
662_3,bla,mock,OFF,48.0,95.84415584415584
662_3,bla,mock,ON,51.0,100.0
662_3,bla,mock,OFF,54.0,100.0
662_3,bla,mock,ON,57.0,100.0
662_3,bla,stim,OFF,0.0,15.07870753935377
662_3,bla,stim,ON,3.0,27.174813587406792
662_3,bla,stim,OFF,6.0,46.810273405136705
662_3,bla,stim,ON,9.0,56.58657829328915
662_3,bla,stim,OFF,12.0,60.56338028169014
662_3,bla,stim,ON,15.0,70.33968516984258
662_3,bla,stim,OFF,18.0,73.15658657829329
662_3,bla,stim,ON,21.0,75.89063794531897
662_3,bla,stim,OFF,24.0,82.4357912178956
662_3,bla,stim,ON,27.0,85.41839270919635
662_3,bla,stim,OFF,30.0,87.2410936205468
662_3,bla,stim,ON,33.0,87.2410936205468
662_3,bla,stim,OFF,36.0,90.96934548467274
662_3,bla,stim,ON,39.0,95.94034797017399
662_3,bla,stim,OFF,42.0,95.94034797017399
662_3,bla,stim,ON,45.0,95.94034797017399
662_3,bla,stim,OFF,48.0,96.023198011599
662_3,bla,stim,ON,51.0,98.34299917149959
662_3,bla,stim,OFF,54.0,98.34299917149959
662_3,bla,stim,ON,57.0,100.0
662_6,bla,mock,OFF,0.0,27.083333333333332
662_6,bla,mock,ON,3.0,40.476190476190474
662_6,bla,mock,OFF,6.0,40.476190476190474
662_6,bla,mock,ON,9.0,40.476190476190474
662_6,bla,mock,OFF,12.0,40.476190476190474
662_6,bla,mock,ON,15.0,40.476190476190474
662_6,bla,mock,OFF,18.0,58.333333333333336
662_6,bla,mock,ON,21.0,66.96428571428571
662_6,bla,mock,OFF,24.0,79.76190476190477
662_6,bla,mock,ON,27.0,79.76190476190477
662_6,bla,mock,OFF,30.0,79.76190476190477
662_6,bla,mock,ON,33.0,80.05952380952381
662_6,bla,mock,OFF,36.0,80.05952380952381
662_6,bla,mock,ON,39.0,80.65476190476191
662_6,bla,mock,OFF,42.0,80.65476190476191
662_6,bla,mock,ON,45.0,99.40476190476191
662_6,bla,mock,OFF,48.0,99.40476190476191
662_6,bla,mock,ON,51.0,99.40476190476191
662_6,bla,mock,OFF,54.0,99.40476190476191
662_6,bla,mock,ON,57.0,100.0
662_6,bla,stim,OFF,0.0,21.182266009852217
662_6,bla,stim,ON,3.0,21.67487684729064
662_6,bla,stim,OFF,6.0,22.167487684729064
662_6,bla,stim,ON,9.0,22.167487684729064
662_6,bla,stim,OFF,12.0,22.167487684729064
662_6,bla,stim,ON,15.0,23.645320197044335
662_6,bla,stim,OFF,18.0,23.645320197044335
662_6,bla,stim,ON,21.0,24.137931034482758
662_6,bla,stim,OFF,24.0,24.137931034482758
662_6,bla,stim,ON,27.0,27.093596059113302
662_6,bla,stim,OFF,30.0,27.093596059113302
662_6,bla,stim,ON,33.0,79.80295566502463
662_6,bla,stim,OFF,36.0,99.50738916256158
662_6,bla,stim,ON,39.0,99.50738916256158
662_6,bla,stim,OFF,42.0,99.50738916256158
662_6,bla,stim,ON,45.0,99.50738916256158
662_6,bla,stim,OFF,48.0,99.50738916256158
662_6,bla,stim,ON,51.0,100.0
662_6,bla,stim,OFF,54.0,100.0
662_6,bla,stim,ON,57.0,100.0
663_2,control,mock,OFF,0.0,12.634408602150538
663_2,control,mock,ON,3.0,17.741935483870968
663_2,control,mock,OFF,6.0,20.698924731182796
663_2,control,mock,ON,9.0,40.053763440860216
663_2,control,mock,OFF,12.0,63.97849462365591
663_2,control,mock,ON,15.0,63.97849462365591
663_2,control,mock,OFF,18.0,66.66666666666666
663_2,control,mock,ON,21.0,68.01075268817203
663_2,control,mock,OFF,24.0,80.64516129032258
663_2,control,mock,ON,27.0,80.64516129032258
663_2,control,mock,OFF,30.0,83.33333333333334
663_2,control,mock,ON,33.0,86.29032258064517
663_2,control,mock,OFF,36.0,95.96774193548387
663_2,control,mock,ON,39.0,95.96774193548387
663_2,control,mock,OFF,42.0,95.96774193548387
663_2,control,mock,ON,45.0,96.7741935483871
663_2,control,mock,OFF,48.0,96.7741935483871
663_2,control,mock,ON,51.0,99.73118279569893
663_2,control,mock,OFF,54.0,100.0
663_2,control,mock,ON,57.0,100.0
663_2,control,stim,OFF,0.0,8.531746031746032
663_2,control,stim,ON,3.0,17.46031746031746
663_2,control,stim,OFF,6.0,43.25396825396825
663_2,control,stim,ON,9.0,43.452380952380956
663_2,control,stim,OFF,12.0,55.55555555555556
663_2,control,stim,ON,15.0,55.952380952380956
663_2,control,stim,OFF,18.0,55.952380952380956
663_2,control,stim,ON,21.0,55.952380952380956
663_2,control,stim,OFF,24.0,83.73015873015873
663_2,control,stim,ON,27.0,83.73015873015873
663_2,control,stim,OFF,30.0,83.73015873015873
663_2,control,stim,ON,33.0,84.12698412698413
663_2,control,stim,OFF,36.0,84.12698412698413
663_2,control,stim,ON,39.0,84.12698412698413
663_2,control,stim,OFF,42.0,84.12698412698413
663_2,control,stim,ON,45.0,85.51587301587301
663_2,control,stim,OFF,48.0,91.86507936507937
663_2,control,stim,ON,51.0,99.8015873015873
663_2,control,stim,OFF,54.0,100.0
663_2,control,stim,ON,57.0,100.0
